tile_id,avg_ndvi,avg_height,min_height,max_height,avg_species,avg_density,avg_biomass
71_43,0.32746103,15.371441,11.225223,18.805557,mixed,urban,50.0
71_44,0.31149077,13.480256,7.1161103,19.602951,mixed,dense,6250.0
71_45,0.30986097,12.497301,1.1191964,19.237322,deciduous,dense,6250.0
71_46,0.39467573,14.029825,9.114266,17.840923,mixed,dense,6250.0
71_47,0.33720577,16.179592,10.032933,18.363932,mixed,dense,6250.0
71_48,0.37416866,16.466375,15.294124,18.014086,mixed,dense,6250.0
71_49,0.36779043,17.077904,16.284264,18.10323,mixed,dense,6250.0
71_50,0.32664105,18.603184,16.727762,21.229298,deciduous,dense,6250.0
71_51,0.33550572,21.842375,20.037378,24.331036,deciduous,dense,6250.0
71_52,0.27458295,19.86894,16.124863,23.66699,deciduous,dense,6250.0
71_53,0.26311207,13.755817,11.014322,17.49901,deciduous,dense,6250.0
71_54,0.17536698,12.108952,11.230199,14.009552,deciduous,dense,6250.0
71_55,0.24178426,14.732889,11.576766,19.718658,mixed,dense,6250.0
71_56,0.24217561,19.364883,10.845418,24.646868,deciduous,dense,6250.0
71_57,0.22065164,23.122824,17.750418,26.397238,deciduous,dense,6250.0
71_58,0.19117206,22.25986,16.229246,26.414654,deciduous,dense,6250.0
71_59,0.20747383,14.029537,9.049136,19.58548,deciduous,dense,6250.0
71_60,0.1898919,10.365656,7.5020957,13.069043,deciduous,dense,6250.0
71_61,0.19016856,14.280729,9.449197,24.118517,deciduous,dense,6250.0
71_62,0.19652341,26.663168,20.251596,30.412472,deciduous,dense,6250.0
71_63,0.19515084,26.422531,23.599306,29.318844,deciduous,dense,6250.0
71_64,0.23490776,23.465908,14.709378,27.763485,deciduous,dense,6250.0
71_65,0.2146117,22.364155,18.646015,27.160286,deciduous,dense,6250.0
71_66,0.23277496,21.06728,15.972834,22.860735,mixed,dense,6250.0
71_67,0.28833666,13.208242,5.2729464,18.51684,coniferous,dense,6250.0
71_68,0.21125354,4.967563,0.68634075,10.233023,mixed,dense,6250.0
71_69,0.16272728,4.0315385,0.021287754,10.658923,mixed,urban,50.0
71_70,0.061312355,2.017006,0.0,4.755322,mixed,urban,50.0
71_71,0.049374152,0.3010433,0.0,4.1797004,coniferous,sparse,1250.0
71_72,0.043722276,0.0,0.0,0.0,coniferous,sparse,1250.0
71_73,0.059930366,0.0,0.0,0.0,coniferous,sparse,1250.0
71_74,0.041244015,0.0,0.0,0.0,coniferous,sparse,1250.0
71_75,0.035342954,0.0,0.0,0.0,coniferous,sparse,1250.0
71_76,0.046351418,0.0,0.0,0.0,coniferous,sparse,1250.0
71_77,0.037440877,0.0,0.0,0.0,coniferous,sparse,1250.0
71_78,0.03891796,0.0,0.0,0.0,coniferous,sparse,1250.0
71_79,0.040907566,0.0,0.0,0.0,coniferous,sparse,1250.0
71_80,0.03848077,0.0,0.0,0.0,coniferous,sparse,1250.0
71_81,0.04094071,0.0,0.0,0.0,coniferous,sparse,1250.0
71_82,0.026555289,0.19047393,0.0,1.0481168,coniferous,sparse,1250.0
71_83,0.06821947,0.015756417,0.0,1.0039504,deciduous,urban,50.0
71_84,0.14936265,0.668193,0.0,7.161768,mixed,dense,6250.0
71_85,0.1528728,9.142969,0.99240625,21.490757,mixed,urban,50.0
71_86,0.12702487,16.379486,4.3706913,31.026054,mixed,urban,50.0
71_87,0.10235493,25.177782,11.305443,33.67221,coniferous,sparse,1250.0
71_88,0.1204729,32.980167,24.111515,38.70653,coniferous,sparse,1250.0
71_89,0.117016174,33.471836,29.482292,37.82207,mixed,sparse,1250.0
71_90,0.1438506,31.055353,21.362476,40.159744,mixed,urban,50.0
71_91,0.13859436,30.562857,17.821527,43.56651,mixed,sparse,1250.0
71_92,0.15917955,32.790092,24.967182,40.83932,mixed,urban,50.0
71_93,0.16232371,31.438438,25.67655,38.805893,deciduous,urban,50.0
71_94,0.13860357,30.165224,27.194376,34.26685,mixed,urban,50.0
71_95,0.11047323,30.007484,27.857,32.385956,deciduous,sparse,1250.0
71_96,0.09891162,30.821545,27.704338,32.749256,mixed,urban,50.0
71_97,0.13069297,33.342976,30.8128,35.687614,deciduous,urban,50.0
71_98,0.16367285,33.98226,31.34959,35.862785,mixed,urban,50.0
71_99,0.15149768,29.134226,22.70508,34.666855,mixed,sparse,1250.0
71_100,0.11442224,24.198076,20.448568,29.186308,deciduous,sparse,1250.0
71_101,0.11463393,27.438221,22.96513,31.512836,deciduous,sparse,1250.0
71_102,0.12380309,31.147457,27.871662,32.743008,deciduous,sparse,1250.0
71_103,0.13186549,31.57701,30.028728,32.326946,deciduous,sparse,1250.0
71_104,0.12213108,31.006538,28.835701,33.229214,deciduous,sparse,1250.0
71_105,0.13070896,28.42982,25.114664,32.25284,deciduous,sparse,1250.0
71_106,0.124999814,29.515553,25.016466,33.77936,deciduous,sparse,1250.0
71_107,0.1388775,29.060312,25.489714,33.562916,deciduous,sparse,1250.0
71_108,0.11482134,25.794123,21.432726,31.395132,deciduous,sparse,1250.0
71_109,0.14124687,25.41926,19.145046,33.372345,deciduous,sparse,1250.0
71_110,0.17241763,23.83025,19.025013,30.14538,deciduous,sparse,1250.0
71_111,0.16663533,16.382961,8.378497,24.481852,deciduous,sparse,1250.0
71_112,0.17946784,3.3133922,0.0,10.442568,deciduous,sparse,1250.0
71_113,0.16737019,5.6219726,0.0006133839,15.211744,deciduous,sparse,1250.0
71_114,0.15699293,16.610453,9.100477,21.388853,deciduous,sparse,1250.0
71_115,0.20917927,19.979063,16.499464,24.744473,mixed,urban,50.0
71_116,0.2703116,24.756884,19.698452,26.815687,mixed,urban,50.0
71_117,0.28966248,24.612797,20.593752,26.24451,mixed,urban,50.0
71_118,0.26411557,26.703993,21.224434,28.558086,mixed,urban,50.0
71_119,0.25540498,27.098516,22.830425,29.664003,mixed,urban,50.0
71_120,0.2954314,27.6695,24.054066,29.394732,mixed,urban,50.0
71_121,0.30209336,24.5925,18.981133,28.557043,mixed,urban,50.0
71_122,0.2675279,16.618427,13.241248,20.97009,mixed,urban,50.0
71_123,0.14339902,15.605737,13.269127,17.246162,deciduous,sparse,1250.0
72_0,0.0,2.2917488,0.0,6.338043,deciduous,sparse,1250.0
72_1,0.079978526,6.7698994,0.2761494,13.436983,mixed,urban,50.0
72_2,0.16328387,15.316917,9.646282,18.697527,coniferous,urban,50.0
72_3,0.16195405,18.998491,16.53871,19.7517,coniferous,urban,50.0
72_4,0.16607237,18.974451,17.726505,19.689842,mixed,urban,50.0
72_5,0.16176629,18.702177,15.519615,20.01488,coniferous,dense,6250.0
72_6,0.15694,15.329719,10.570761,18.698997,coniferous,urban,50.0
72_7,0.16648334,14.590201,10.870664,17.915596,coniferous,urban,50.0
72_8,0.16329263,17.518972,15.452945,19.00514,coniferous,dense,6250.0
72_9,0.16419785,14.5173855,13.187558,16.76879,coniferous,urban,50.0
72_10,0.16055855,14.233969,11.212763,17.035673,coniferous,dense,6250.0
72_11,0.15535592,14.98964,11.61461,17.350733,coniferous,urban,50.0
72_12,0.16505009,16.414503,7.7133484,19.473557,coniferous,dense,6250.0
72_13,0.19644935,8.083517,0.0,19.266062,coniferous,dense,6250.0
72_14,0.20777752,0.080078065,0.0,4.742011,mixed,dense,6250.0
72_15,0.23590635,0.0,0.0,0.0,mixed,urban,50.0
72_16,0.20442604,2.0142245,0.0,13.853696,mixed,dense,6250.0
72_17,0.22558743,17.283644,0.0,22.93253,deciduous,dense,6250.0
72_18,0.21954039,23.448221,20.661034,26.364862,mixed,dense,6250.0
72_19,0.21281245,23.492718,22.244251,25.444965,mixed,dense,6250.0
72_20,0.2395907,23.785273,21.694073,25.791061,mixed,dense,6250.0
72_21,0.17028622,24.008656,18.422815,25.405682,deciduous,dense,6250.0
72_22,0.20756264,16.324144,7.962363,23.468613,deciduous,dense,6250.0
72_23,0.20717192,16.426624,10.463961,19.219181,mixed,dense,6250.0
72_24,0.1996483,20.431711,17.567839,22.390451,mixed,dense,6250.0
72_25,0.23158462,18.456263,10.446992,23.882185,mixed,dense,6250.0
72_26,0.28519002,15.566736,10.350213,22.36335,mixed,dense,6250.0
72_27,0.28920424,13.472364,10.999443,18.246914,mixed,urban,50.0
72_28,0.35483325,11.176391,7.825664,15.185696,mixed,dense,6250.0
72_29,0.3805405,3.8316836,0.0,11.623893,mixed,dense,6250.0
72_30,0.37209335,0.016742337,0.0,1.0307978,coniferous,dense,6250.0
72_31,0.29520997,0.005641426,0.0,1.292722,mixed,dense,6250.0
72_32,0.26789904,9.973164,0.0,18.56886,mixed,urban,50.0
72_33,0.32611904,19.266817,15.773434,22.68283,coniferous,dense,6250.0
72_34,0.25333992,20.687227,17.06737,23.320906,mixed,dense,6250.0
72_35,0.27003965,18.811628,17.091593,21.363136,mixed,dense,6250.0
72_36,0.31020623,18.226137,17.062191,20.320969,mixed,dense,6250.0
72_37,0.32697442,17.463871,11.998601,19.958694,coniferous,dense,6250.0
72_38,0.31940407,16.876822,12.572903,20.911587,coniferous,urban,50.0
72_39,0.32831743,15.5301485,13.476655,17.55337,mixed,dense,6250.0
72_40,0.31772348,14.549203,11.221353,17.449642,mixed,dense,6250.0
72_41,0.35855997,7.7197876,1.9199958,13.762864,mixed,dense,6250.0
72_42,0.31004745,5.474288,0.067088254,13.718867,mixed,dense,6250.0
72_43,0.33480996,14.22516,9.434694,19.706177,mixed,dense,6250.0
72_44,0.36622727,13.675181,8.228458,19.017902,mixed,dense,6250.0
72_45,0.33554515,12.429233,4.7297287,17.887722,mixed,dense,6250.0
72_46,0.40120602,13.423106,10.690873,16.109772,mixed,dense,6250.0
72_47,0.30889386,16.598282,13.999693,18.089819,deciduous,dense,6250.0
72_48,0.31801713,17.80846,16.049501,19.341413,deciduous,dense,6250.0
72_49,0.33009037,18.479193,16.50444,20.170446,mixed,dense,6250.0
72_50,0.29501605,19.093363,17.280415,20.3681,deciduous,dense,6250.0
72_51,0.35405436,18.771618,17.045866,20.794691,mixed,dense,6250.0
72_52,0.33066264,17.063013,14.772334,20.0001,deciduous,dense,6250.0
72_53,0.19339296,13.016276,11.000219,16.09204,deciduous,dense,6250.0
72_54,0.16033387,14.106377,11.365891,17.218702,deciduous,dense,6250.0
72_55,0.18737766,19.211079,14.058647,24.068844,deciduous,dense,6250.0
72_56,0.17412882,24.256166,19.844265,28.385887,deciduous,dense,6250.0
72_57,0.20665942,27.717669,24.751408,29.443518,deciduous,dense,6250.0
72_58,0.19801427,25.647205,19.124426,29.115105,deciduous,dense,6250.0
72_59,0.19964263,18.628387,10.0484495,23.50411,deciduous,dense,6250.0
72_60,0.1854344,12.022188,7.80029,21.134497,deciduous,dense,6250.0
72_61,0.189802,13.125823,5.282378,21.640682,deciduous,dense,6250.0
72_62,0.15532742,28.44055,19.27132,33.080254,deciduous,dense,6250.0
72_63,0.2019339,29.292807,27.355354,33.052288,deciduous,dense,6250.0
72_64,0.16635717,25.824034,24.020554,28.487732,deciduous,dense,6250.0
72_65,0.15862998,23.114262,21.136532,26.04996,deciduous,dense,6250.0
72_66,0.19394684,19.656898,15.446519,22.599932,deciduous,dense,6250.0
72_67,0.27838784,11.424721,1.04437,16.671726,deciduous,dense,6250.0
72_68,0.28039512,6.6627507,3.065382,9.74988,mixed,dense,6250.0
72_69,0.25471368,5.284794,3.2423859,8.214964,mixed,dense,6250.0
72_70,0.11978067,4.09447,0.42631036,6.3705044,deciduous,dense,6250.0
72_71,0.060606573,0.76454693,0.0,4.94985,coniferous,sparse,1250.0
72_72,0.0396905,0.0,0.0,0.0,coniferous,sparse,1250.0
72_73,0.045038212,0.0,0.0,0.0,coniferous,sparse,1250.0
72_74,0.046662357,0.0,0.0,0.0,coniferous,sparse,1250.0
72_75,0.033223096,0.0,0.0,0.0,coniferous,sparse,1250.0
72_76,0.041857816,0.0,0.0,0.0,coniferous,sparse,1250.0
72_77,0.03256002,0.0,0.0,0.0,coniferous,sparse,1250.0
72_78,0.032920193,0.0,0.0,0.0,coniferous,sparse,1250.0
72_79,0.04092306,0.0,0.0,0.0,coniferous,sparse,1250.0
72_80,0.038477957,0.0,0.0,0.0,coniferous,sparse,1250.0
72_81,0.03460586,0.0424766,0.0,1.6008924,coniferous,sparse,1250.0
72_82,0.018670222,0.009256721,0.0,0.61874765,coniferous,sparse,1250.0
72_83,0.09763428,0.00089018507,0.0,0.2977926,mixed,urban,50.0
72_84,0.12684296,5.028687,0.0,19.498823,mixed,urban,50.0
72_85,0.12320694,21.631975,7.446286,33.4186,deciduous,dense,6250.0
72_86,0.18848038,29.027275,20.304697,39.00131,mixed,urban,50.0
72_87,0.2217458,30.030762,24.169397,36.408615,mixed,dense,6250.0
72_88,0.18992838,33.231396,25.123556,39.783176,mixed,dense,6250.0
72_89,0.1439391,35.585613,29.552216,43.310028,mixed,urban,50.0
72_90,0.16985108,35.170662,27.804586,41.726856,mixed,dense,6250.0
72_91,0.18004094,34.89884,26.209469,47.232517,deciduous,dense,6250.0
72_92,0.21410884,34.252926,27.479147,41.5716,mixed,dense,6250.0
72_93,0.21975103,32.885838,27.877144,36.103313,mixed,urban,50.0
72_94,0.12707253,32.86454,27.541658,35.82909,deciduous,dense,6250.0
72_95,0.12873879,33.23128,31.751562,36.103027,deciduous,dense,6250.0
72_96,0.14349896,32.93234,29.925331,35.457733,mixed,urban,50.0
72_97,0.13300428,32.281715,29.588955,34.484898,mixed,sparse,1250.0
72_98,0.1415579,32.626736,29.81636,34.53984,mixed,sparse,1250.0
72_99,0.1381886,31.220375,26.873522,34.232285,deciduous,sparse,1250.0
72_100,0.12855579,27.395805,24.428524,31.779444,deciduous,sparse,1250.0
72_101,0.112587646,29.515656,26.218813,31.906628,deciduous,sparse,1250.0
72_102,0.13794455,31.374163,30.427954,32.215256,deciduous,sparse,1250.0
72_103,0.12440959,31.292944,30.369383,32.49361,deciduous,sparse,1250.0
72_104,0.12770084,32.96381,30.505512,34.03774,deciduous,sparse,1250.0
72_105,0.12454017,30.7409,28.296019,32.69813,deciduous,sparse,1250.0
72_106,0.1263649,32.694115,28.988632,34.309143,deciduous,sparse,1250.0
72_107,0.14515798,30.733494,27.241426,33.98292,deciduous,sparse,1250.0
72_108,0.13355878,26.172613,23.763933,30.342316,deciduous,sparse,1250.0
72_109,0.1712766,26.212297,22.07674,31.340744,deciduous,sparse,1250.0
72_110,0.17655806,24.190815,16.877663,30.531559,deciduous,sparse,1250.0
72_111,0.17933685,18.850084,9.096883,28.955727,deciduous,sparse,1250.0
72_112,0.14841196,9.879793,0.19613321,20.834152,deciduous,sparse,1250.0
72_113,0.21238628,8.176841,0.9777651,13.636025,mixed,urban,50.0
72_114,0.2437136,16.305418,11.055837,19.764996,mixed,urban,50.0
72_115,0.17518592,14.421147,0.5873246,19.84379,deciduous,sparse,1250.0
72_116,0.15054072,21.637503,15.483549,25.183542,deciduous,sparse,1250.0
72_117,0.20442992,24.875896,18.77994,26.922947,mixed,urban,50.0
72_118,0.29301637,25.00343,22.014595,27.646498,mixed,urban,50.0
72_119,0.2982599,24.068556,19.917465,26.508543,mixed,dense,6250.0
72_120,0.31225243,24.407822,20.44274,27.136112,coniferous,dense,6250.0
72_121,0.3025169,23.525194,19.607233,27.015606,mixed,urban,50.0
72_122,0.2693393,19.79038,9.655366,24.64508,mixed,urban,50.0
72_123,0.1633676,19.781178,15.460748,24.337648,mixed,sparse,1250.0
73_0,0.0,0.45867178,0.0,4.07802,deciduous,sparse,1250.0
73_1,0.08857299,2.994986,0.0,9.509162,mixed,sparse,1250.0
73_2,0.1700285,12.627942,3.444748,18.692019,mixed,urban,50.0
73_3,0.1689458,18.35567,15.355962,19.729355,coniferous,urban,50.0
73_4,0.16126013,17.666395,16.222322,19.253626,coniferous,urban,50.0
73_5,0.14643691,15.841367,12.896457,17.685698,coniferous,urban,50.0
73_6,0.16809052,10.870677,8.299331,15.385011,coniferous,dense,6250.0
73_7,0.1730701,11.384089,8.365184,16.149343,coniferous,dense,6250.0
73_8,0.17178708,18.58689,14.195762,21.33568,coniferous,urban,50.0
73_9,0.16801605,16.564156,12.894022,19.097393,coniferous,urban,50.0
73_10,0.16192769,12.469318,6.6927605,15.922172,coniferous,urban,50.0
73_11,0.16665329,12.735602,8.261866,19.982851,coniferous,dense,6250.0
73_12,0.17862003,21.429188,16.363165,24.317835,mixed,urban,50.0
73_13,0.20231865,16.630957,4.974551,22.391808,mixed,dense,6250.0
73_14,0.170509,5.0087094,0.0,15.328636,mixed,urban,50.0
73_15,0.1831849,0.19860362,0.0,5.866357,mixed,dense,6250.0
73_16,0.21780992,0.12488118,0.0,4.9162736,mixed,dense,6250.0
73_17,0.22611345,12.797889,0.0,23.54377,mixed,urban,50.0
73_18,0.18628745,26.178337,21.013222,27.6674,mixed,dense,6250.0
73_19,0.1955448,24.96816,20.966692,27.080526,deciduous,dense,6250.0
73_20,0.17711401,24.719982,21.891493,26.172895,deciduous,dense,6250.0
73_21,0.22171004,26.129894,21.109348,28.039703,mixed,dense,6250.0
73_22,0.16129321,23.187191,14.975447,27.83125,deciduous,dense,6250.0
